adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
nice,310,value,0.725833333,input,4.4572748473295165e-10,0.26964283958768936,4.4572748473553039e-10,2.5787206664865347e-21,"[0.9919614147909968, 0.88554794520547941, 0.78493150684931512]",2,"nice clean ,nice little ,nice little ,nice ugly ,nice little ,nice little ,nice wide ,nice shiny ,nice fancy ,nice comfortable ,nice smooth ,nice little ,nice cold ,nice clean ,nice wide ,nice white ,nice yellow ,nice simple ,nice cozy ,nice little ,nice little ,nice warm ,nice little ,nice little ,nice clear ,nice soft ,nice young ,nice long ,nice little ,nice odd ,nice easy ,nice easy ,nice red ,nice bright ,nice gentle ,nice neat ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice heavy ,nice green ,nice green ,nice fresh ,nice fresh ,nice little ,nice bright ,nice old ,nice gentle ,nice fresh ,nice easy ,nice little ,nice tidy ,nice brown ,nice little ,nice big ,nice simple ,nice soft ,good nice ,nice new ,nice tidy ,nice clean ,nice little ,nice blonde ,nice clean ,nice gentle ,nice bright ,nice little ,nice little ,nice sharp ,nice little ,nice little ,nice little ,nice easy ,nice open ,nice little ,nice little ,nice old ,nice little ,nice little ,nice little ,nice new ,nice positive ,nice big ,nice new ,nice quiet ,nice little ,nice little ,nice quiet ,nice simple ,nice easy ,nice big ,nice warm ,nice little ,nice neat ,nice young ,nice little ,nice little ,nice hot ,nice little ,nice big ,nice soft ,nice empty ,nice little ,nice little ,nice big ,nice young ,nice tidy ,nice tidy ,nice new ,nice little ,nice little ,nice big ,nice old ,nice lazy ,nice little ,nice old ,nice old ,nice little ,nice little ,nice little ,nice big ,nice proper ,nice soft ,nice little ,nice little ,nice chinese ,nice little ,nice little ,nice white ,nice little ,nice little ,nice fresh ,nice quiet ,nice healthy ,nice warm ,nice little ,nice clean ,nice pretty ,nice little ,nice old ,nice old ,nice long ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice big ,nice little ,nice deep ,nice crisp ,nice little ,nice little ,nice little ,nice little ,nice old ,nice little ,nice thick ,nice thick ,nice little ,nice bright ,nice little ,nice little ,nice yellow ,nice yellow ,nice little ,nice little ,nice little ,nice thick ,nice big ,nice little ,nice cold ,good nice ,nice pink ,nice new ,nice fresh ,nice big ,nice little ,nice thick ,nice thick ,nice old ,nice warm ,nice little ,nice thick ,nice fresh ,nice little ,nice old ,nice old ,nice little ,nice little ,nice little ,nice old ,nice old ,nice little ,nice easy ,nice little ,nice little ,nice little ,nice posh ,nice clean ,nice big ,nice little ,nice new ,nice good ,nice little ,nice big ,nice little ,nice little ,nice little ,nice new ,nice small ,nice quick ,nice fresh ,nice new ,nice soft ,nice hard ,nice little ,nice long ,nice big ,nice big ,nice new ,nice little ,nice little ,nice wooden ,nice little ,nice little ,nice little ,nice square ,nice big ,nice little ,nice little ,nice low ,nice little ,nice big ,nice little ,nice smooth ,nice solid ,nice big ,nice young ,nice young ,nice young ,nice young ,nice little ,nice hot ,nice clean ,nice little ,nice easy ,nice little ,nice little ,nice red ,nice big ,nice little ,nice little ,nice little ,nice international ,nice young ,nice little ,nice gentle ,nice little ,nice clean ,nice little ,nice clean ,nice little ,nice little ,nice little ,nice fine ,nice warm ,nice little ,nice fresh ,nice new ,nice new ,nice long ,nice big ,nice big ,nice big ,nice old ,nice old ,nice long ,nice fresh ,nice big ,nice big ,nice old ,nice old ,nice new ,nice big ,nice blue ,nice big ,nice brown ,nice new ,nice fresh ,nice old ,nice old ,nice old ,nice old ,nice old ,nice old ,","nice big ,nice new ,nice new ,nice new ,nice new ,pretty nice ,pretty nice ,nice white ,nice little ,nice big ,nice little ,nice clean ,nice little ,nice little ,nice big ,nice big ,nice little ,nice little ,nice little ,nice big ,nice cold ,nice new ,nice new ,nice new ,nice cold ,nice cozy ,nice yellow ,nice little ,nice little ,nice big ,nice little ,nice little ,nice warm ,nice little ,nice clean ,nice pretty ,nice full ,nice warm ,nice full ,nice full ,nice little ,nice pretty ,nice warm ,nice cool ,nice cool ,nice warm ,nice fresh ,nice clean ,nice clean ,nice clean ,nice big ,nice big ,nice comfy ,nice comfy ,nice clean ,nice comfy ,nice fresh ,nice fresh ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice little ,nice blue ,nice little ,nice little ,nice little ,nice little ,nice little ,nice dry ,nice little ,nice little ,nice little ,nice fluffy ,nice little ,nice little ,nice little ,nice blue ,nice blue ,nice big ,nice big ,nice red ,nice green ,nice clean ,nice red ,nice clean ,nice blue ,nice smooth ,nice bright ,nice big ,nice long ,nice long ,nice soft ,nice big ,nice green ,nice big ,nice big ,nice big ,nice white ,nice white ,nice smooth ,nice little ,nice big ,nice blue ,nice soft ,nice red ,nice blue ,nice green ,nice red ,nice bright ,nice plastic ,nice plastic ,nice green ,nice little ,nice little ,nice plastic ,nice blue ,nice red ,nice soft ,nice blue ,nice blue ,nice red ,nice big ,nice plastic ,nice plastic ,nice big ,nice big ,nice bright ,nice blue ,nice blue ,nice big ,nice blue ,nice big ,nice bright ,nice blue ,nice blue ,nice clean ,nice fresh ,nice blue ,nice blue ,nice smooth ,nice blue ,nice green ,nice red ,nice red ,nice red ,nice green ,nice green ,nice green ,nice green ,nice little ,nice big ,nice soft ,nice blue ,nice bright ,nice little ,nice red ,nice big ,nice little ,nice warm ,nice soft ,nice blue ,nice soft ,nice hot ,nice big ,nice red ,nice bright ,nice big ,nice little ,nice new ,nice warm ,nice bright ,nice little ,nice plastic ,nice warm ,nice big ,nice warm ,nice big ,nice bright ,nice green ,nice bright ,nice big ,nice red ,nice green ,nice big ,nice big ,nice red ,nice warm ,nice warm ,nice bright ,nice bright ,nice bright ,nice blue ,nice big ,nice blue ,nice hot ,nice blue ,nice gentle ,nice red ,nice red ,nice bright ,nice bright ,nice warm ,nice red ,nice little ,nice warm ,nice red ,nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice little ,nice big ,nice little ,nice clean ,nice clean ,nice red ,nice big ,nice little ,nice cheap ,"
poor,115,value,0.53,input,0.0049043736967260693,0.59415519394135918,0.0049043736976752145,9.4914495588628506e-13,"[0.9870689655172413, 0.87551701134089388, 0.50053368912608409]",2,"poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,sorry poor ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor little ,poor little ,poor old ,poor little ,poor little ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor old ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor brown ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,poor old ,","poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor wee ,poor wee ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor old ,poor little ,poor polar ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,"
polar,1,physical,0.368571429,input,-0.18957813116046784,0.75,0.51905638060191883,0.70863451176238668,"[0.25, 0.48094361939808122, 0.29136548823761338]",2,"bright polar ,","poor polar ,"
okay,10,value,0.88,lexical,0.12035892486149591,0.086776859504132164,0.22571294148199447,0.10535401662049856,"[0.9545454545454546, 0.87032894736842104, 0.9442105263157895]",2,"okay fine ,okay fair ,okay right ,okay fair ,okay ugly ,okay good ,okay great ,okay fair ,okay fair ,okay right ,","good okay ,okay just ,"
smiley,N/A,human,0.41,N/A,0.0,0.5,0.5,0.5,not in input,2,,"big smiley ,"
vicious,2,human,0.642142857,input,-0.42146424815983174,0.83333333333333337,0.2665615141955836,0.68802576235541535,"[0.8333333333333334, 0.2665615141955836, 0.68802576235541535]",2,"vicious old ,vicious new ,","vicious little ,"
wrong,N/A,value,0.452222222,N/A,0.0,0.5,0.5,0.5,not in input,2,,"wrong little ,"
regular,9,value,0.651111111,lexical,0.33470891350536625,0.44370531249999995,0.4992241428153158,0.16451522930994955,"[0.85, 0.87028022628601498, 0.69701355084857253]",2,"regular old ,regular red ,regular normal ,good regular ,regular short ,regular long ,regular old ,regular new ,regular new ,","regular little ,regular little ,regular little ,regular little ,regular little ,"
tall,16,dimension,0.675882353,lexical,0.0049880170033552509,6.8778933371459316e-05,0.0063818174999630143,0.0013938004966077629,"[0.8529411764705882, 0.63609428496181197, 0.7315643929417962]",2,"big tall ,white tall ,tall thin ,tall blonde ,tall thin ,tall old ,tall red ,tall wooden ,tall old ,tall wooden ,tall wooden ,tall red ,tall old ,tall old ,tall red ,tall wooden ,","big tall ,big tall ,big tall ,big tall ,big tall ,"
fierce,5,human,0.71,lexical,0.48303814534280332,0.006944444444444451,0.53806710004707281,0.055028954704269516,"[0.9166666666666666, 0.26646942800788953, 0.7654174884944116]",2,"fierce local ,fierce old ,fierce old ,fierce old ,fierce old ,","big fierce ,big fierce ,"
short,49,dimension,0.54,input,-0.071957092317689958,0.27462500000000001,0.047955482401588,0.11991257471927796,"[0.35, 0.63668826874752016, 0.50687739716968649]",2,"speedy short ,good short ,little short ,short dark ,old short ,good short ,short sharp ,little short ,short sharp ,short sharp ,regional short ,regional short ,short simple ,brilliant short ,short blonde ,short blonde ,good short ,final short ,little short ,short brown ,regular short ,short wooden ,recent short ,perfect short ,new short ,strong short ,short brown ,black short ,sharp short ,excellent short ,short wooden ,good short ,long short ,small short ,short wooden ,short brown ,short brown ,short red ,good short ,best short ,new short ,odd short ,short wooden ,hard short ,short hard ,dark short ,new short ,delicate short ,clever short ,","new short ,little short ,pretty short ,"
light,26,physical,0.562,sub,-0.060860263816981064,0.3874980948026216,0.36013325235967475,0.42099351617665581,"[0.7962962962962963, 0.4808808016877637, 0.57383966244725737]",2,"light brown ,light brown ,odd light ,local light ,little light ,little light ,little light ,light blue ,light fresh ,light blue ,light green ,light yellow ,light brown ,light wooden ,light blue ,light red ,light fresh ,light blue ,light green ,light red ,light purple ,light green ,light green ,light blue ,light green ,light blue ,","faint light ,light waterproof ,light waterproof ,"
hungry,1,human,0.473333333,lexical,0.15402812458930204,0.25,0.73340780654488102,0.57937968195557898,"[0.75, 0.26659219345511892, 0.42062031804442107]",2,"hungry little ,","wee hungry ,"
rough,11,physical,0.715,lexical,0.28516910119752603,0.29166666666666663,0.51908145808659034,0.23391235688906431,"[0.7083333333333334, 0.48091854191340966, 0.76608764311093569]",2,"good rough ,quick rough ,rough old ,ugly rough ,rough old ,rough old ,rough wooden ,rough red ,rough old ,rough brown ,rough wooden ,","big rough ,"
green,155,color,0.208461538,input,-0.027892746035904952,0.22454911515508102,0.029818591231103257,0.057711337267008209,"[0.022435897435897436, 0.1153588195841717, 0.09912810194500335]",2,"large green ,big green ,big green ,big green ,big green ,dark green ,beautiful green ,nice green ,nice green ,huge green ,little green ,little green ,big green ,red green ,big green ,strong green ,great green ,pale green ,dark green ,dark green ,deep green ,quiet green ,fresh green ,crisp green ,long green ,smooth green ,thin green ,little green ,pale green ,final green ,green plastic ,dark green ,tiny green ,dark green ,little green ,small green ,fresh green ,small green ,young green ,proper green ,new green ,gorgeous green ,small green ,fat green ,international green ,fresh green ,delicate green ,green wooden ,mexican green ,mexican green ,bright green ,perfect green ,little green ,fresh green ,fresh green ,bright green ,round green ,cool green ,good green ,fresh green ,fresh green ,pale green ,famous green ,dark green ,deep green ,blue green ,dark green ,new green ,light green ,major green ,green wooden ,bright green ,bright green ,shiny green ,cold green ,brilliant green ,long green ,deep green ,wild green ,fresh green ,dark green ,great green ,good green ,thick green ,pale green ,dark green ,huge green ,smart green ,cheap green ,long green ,fresh green ,pure green ,big green ,thick green ,little green ,huge green ,thick green ,good green ,soft green ,thick green ,pale green ,dark green ,soft green ,small green ,dark green ,thin green ,thick green ,long green ,light green ,little green ,dark green ,fresh green ,dark green ,dark green ,little green ,little green ,little green ,dark green ,huge green ,long green ,american green ,little green ,brilliant green ,bright green ,crisp green ,bright green ,dark green ,bright green ,bright green ,bright green ,light green ,bright green ,deep green ,bright green ,light green ,bright green ,delicate green ,dark green ,big green ,ugly green ,small green ,small green ,small green ,young green ,small green ,simple green ,light green ,pale green ,plain green ,bright green ,gentle green ,delicate green ,fresh green ,little green ,little green ,","little green ,little green ,little green ,little green ,little green ,green yellow ,nice green ,little green ,little green ,small green ,small green ,bright green ,nice green ,little green ,little green ,nice green ,little green ,big green ,little green ,nice green ,little green ,little green ,nice green ,bright green ,green cross ,nice green ,little green ,nice green ,nice green ,nice green ,little green ,bright green ,small green ,bright green ,bright green ,little green ,bright green ,little green ,little green ,small green ,small green ,nice green ,little green ,nice green ,big green ,little green ,little green ,little green ,little green ,little green ,big green ,big green ,little green ,little green ,little green ,"
clean,20,physical,0.589230769,lexical,0.0062396046151192248,0.0040112733840942383,0.0064834718817723229,0.00024386726665309803,"[0.5, 0.48089591567852435, 0.59156785243741761]",2,"nice clean ,clean white ,nice clean ,clean dry ,nice clean ,nice clean ,clean tidy ,clean tidy ,nice clean ,clean white ,nice clean ,nice clean ,good clean ,nice clean ,nice clean ,clean soft ,clean smooth ,clean fresh ,clean new ,clean hard ,","nice clean ,clean new ,clean little ,clean little ,nice clean ,nice clean ,nice clean ,nice clean ,nice clean ,nice clean ,nice clean ,new clean ,new clean ,nice clean ,clean fresh ,clean fresh ,new clean ,new clean ,new clean ,new clean ,new clean ,nice clean ,nice clean ,"
fresh,39,age,0.448181818,lexical,0.0043613545255849189,0.0056377101136604324,0.01668993186879747,0.012328577343212551,"[0.4375, 0.365407475894862, 0.38640866464139478]",2,"nice fresh ,nice fresh ,nice fresh ,little fresh ,new fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,fresh new ,fresh green ,fresh green ,fresh new ,light fresh ,fresh green ,good fresh ,fresh new ,fresh new ,thick fresh ,fresh green ,fresh green ,good fresh ,fresh green ,fresh green ,fresh green ,nice fresh ,soft fresh ,light fresh ,fresh green ,clean fresh ,delicious fresh ,fresh brown ,sharp fresh ,fresh green ,fresh new ,nice fresh ,fresh green ,european fresh ,","good fresh ,good fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,nice fresh ,clean fresh ,clean fresh ,"
